pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
-0.07141332,-0.64497477,1.6884829,0.52811545,0.9250863,1.3860396,0.4784517,0.38859287,0.06529225,1.3542206,0.086384684,0.35266417,1.4098591,0.056825295,0.8992859,0.57241386,1.0344112,1.1208282,0.42911538,0.36986923,0.4290323,0.005069747,-0.31668416,0.0048954585,-0.13453288,-0.15826394,-0.13706657,-0.023837224,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.7212196,-0.71130216,-0.67442673,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.7120633,0.35178766,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.950857,-0.30745098,-1.0916586,-0.9614631,-0.43072182,-0.21132948,-0.07253707,-0.94572175,-0.88662136,-0.68607634,-1.1256008,-1.0694504,-0.9509057,-1.1640838,-0.894202,-1.1354996,-1.0078266,-1.029029,-1.0080228,-0.4919812,-0.21576563,-0.49197507,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.37367028,-0.045031417,0.38398197,0.3703515,0.3832586,0.37375483,0.3790145,0.5594131,-0.060935527,0.74967086,0.55311674,0.87488073,0.618473,0.9243464,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.7256046,0.025675317,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.68074805,-0.25685033,-1.1068221,-0.80454534,-0.42697573,-0.20799904,-0.071494885,-0.9444806,-0.88662136,-0.68607634,-1.0962163,-1.0694504,-0.92976063,-1.1640838,-0.8739008,-1.1354996,-0.9546065,-0.9823991,-0.9547985,-0.40312263,-0.12076318,-0.4031487,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,0.025675317,-0.028988551,0.008036861
-0.24803211,0.48571706,-0.67776453,-0.31695512,-0.90666395,-1.0290388,-0.36085743,-0.22053944,-0.06810778,-0.83029026,-0.49741894,-0.61283183,-0.8863272,-0.2503408,-0.855753,0.8395673,-0.8129973,-0.88935477,-0.9013864,-0.84250927,-0.90157425,-0.4641841,-0.14990082,-0.46418807,6.1101766,-0.12466481,6.1081305,2.1524813,-0.6240463,-0.045031417,-0.27980742,-0.6211826,-0.28044125,-0.6239582,-0.26890525,-0.71164453,-0.060935527,-0.340146,-0.706388,-0.27231637,-0.68913925,-0.20478716,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.85124856,-0.2829176,-0.9976449,-0.8189575,-0.40936917,-0.22781076,-0.072276525,-0.8985562,-0.6920201,-0.65278333,-1.0920185,-0.864673,-0.88747054,-0.9637187,-0.8739008,-1.0124272,-1.0078266,-0.9823991,-1.0080228,-0.5758586,-0.2949121,-0.575822,-0.27028745,-0.15890698,-0.27283174,-0.27421016,1.3713868,-0.045031417,0.8265082,1.3618855,0.8257252,1.3714678,0.81096095,1.6571448,-0.060935527,1.3324606,1.640871,1.4008687,1.7064708,1.3967111,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.36618757,0.025675317,-0.028988551,0.008036861
-0.24803211,0.48571706,-1.1351318,-0.36012334,-0.9127293,-1.0377729,-0.40094048,-0.28648886,-0.067326136,-0.8749734,-0.30281773,-0.56622165,-1.0878208,-0.45511818,-0.84518045,-1.1640838,-0.88066787,-1.0944754,-0.7949462,-0.7026194,-0.7951257,-0.3276624,0.038273923,-0.3277159,-0.20241016,-0.15874623,-0.20494916,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.68131715,-0.68913925,-0.61447257,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.60126966,0.10881977,-0.8346473,-0.27865085,-0.9976449,-0.8189575,-0.40562308,-0.22456793,-0.07097379,-0.90724456,-0.6920201,-0.6727591,-1.041645,-0.45511818,-0.9509057,-0.9637187,-0.7723949,-0.88935477,-0.8481663,-0.84250927,-0.84835,-0.34929127,-0.073293775,-0.3493369,-0.27028745,-0.15890698,-0.27283174,-0.27421016,2.3691034,-0.045031417,1.4902976,2.3534195,1.4894251,2.3691807,1.4588807,2.6147406,-0.060935527,2.1604118,2.589763,2.2077947,2.6555753,2.1574423,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.07141332,0.8626144,-0.21406217,0.13257281,0.13961725,0.27960408,0.104031034,0.12882473,-0.011829641,0.1564632,0.086384684,1.0784508,-0.23567113,-0.0455634,0.5926827,0.03810686,0.33063653,0.72426134,1.0145361,0.8361686,1.0144992,0.97302186,0.71212023,0.97249615,-0.13453288,-0.15826394,-0.13706657,-0.023837224,3.699392,-0.045031417,2.5966132,3.675465,2.5955915,3.6994648,2.538747,3.470292,-0.060935527,3.1782696,3.4375384,3.1360235,3.4504018,2.9968295,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,1.4308971,0.025675317,-0.028988551,0.008036861
-0.24803211,0.48571706,-0.93010503,-0.31817108,-0.77929056,-0.8456196,-0.36216855,-0.2546042,-0.06914996,-0.80918986,-0.30281773,-0.7460037,-0.9241072,-0.14795211,-0.8240354,-0.4962001,-0.7723949,-0.6979088,-0.8481663,-0.7492494,-0.84835,-0.53344494,-0.26060292,-0.5334238,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.37367028,-0.045031417,0.16271883,0.3703515,0.16202532,0.37375483,0.16304122,0.50029427,-0.060935527,0.33223078,0.49453527,0.34594062,0.5153896,0.35733953,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,0.025675317,-0.028988551,0.008036861
-0.42465088,0.48571706,-0.8997758,-0.26358065,-0.8672389,-0.8012768,-0.35186684,-0.17803404,-0.06758668,-0.78560704,-0.6920201,-0.26658496,-0.98707396,-0.7622843,-0.32712683,-0.9637187,-0.785929,-0.971403,-0.635286,-0.65598947,-0.6354529,-0.1572276,0.04170477,-0.15734297,-0.20241016,-0.15874623,-0.20494916,-0.27421016,-0.6240463,-0.045031417,-0.27980742,-0.6211826,-0.28044125,-0.6239582,-0.26890525,-0.71164453,-0.060935527,-0.33051825,-0.706388,-0.2198805,-0.6658398,-0.13125373,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.7256046,-0.300437,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.7659986,-0.26451892,-1.1159202,-0.81870896,-0.43353137,-0.21382733,-0.072276525,-0.9444806,-0.88662136,-0.7193693,-1.121403,-1.0694504,-0.92976063,-1.1640838,-0.88066787,-1.1354996,-0.9546065,-0.9823991,-0.9547985,-0.3945951,-0.106315605,-0.39462426,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
0.45844302,0.8626144,-1.31005,-0.4059631,-0.46692258,-1.0544474,-0.29511374,-0.32132813,-0.063417934,-0.6751403,0.47558713,-0.49963573,-0.8401516,0.67115754,-0.35884443,-0.295835,-0.73855954,-0.60218585,-0.7949462,-0.51609963,-0.7951257,-0.6533655,-0.28737056,-0.65330076,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.043621626,-0.060935527,-0.06261501,0.04201343,-0.1834032,-0.01750646,-0.22259948,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
0.28182423,0.8626144,-0.37659118,0.0347329,0.23969631,0.009077838,0.11545657,0.050573684,-0.02277261,0.25824156,0.67018837,1.1849883,-0.13912217,0.2616027,0.61382776,0.4388371,0.36447185,0.60118896,1.1741962,1.0693183,1.1741719,1.076042,0.881961,1.0754789,-0.13453288,-0.1584247,-0.13706657,-0.18032031,2.0365312,-0.045031417,1.4902976,2.0229082,1.4894251,2.03661,1.4588807,2.0021248,-0.060935527,1.924031,1.9827155,1.8358775,1.9510987,1.7275884,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,1.4308971,0.025675317,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.74894845,-0.2664908,-1.1159202,-0.81870896,-0.4352171,-0.215326,-0.073839806,-0.94944537,-0.88662136,-0.6794177,-1.1172053,-1.0694504,-0.9509057,-1.1640838,-0.88066787,-1.1354996,-0.9546065,-0.9823991,-0.9547985,-0.39245594,-0.10269135,-0.39248592,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.7830481,-0.2653953,-1.1128875,-0.81398773,-0.4342806,-0.21449341,-0.07279762,-0.9506866,-0.88662136,-0.6727591,-1.121403,-1.0694504,-0.92976063,-1.1640838,-0.86713374,-1.1354996,-0.9546065,-0.9823991,-0.9547985,-0.39031366,-0.099062376,-0.3903444,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
-0.42465088,-1.021872,0.8511615,0.3550831,0.38829857,1.0530659,0.20536248,0.25708434,0.03142115,0.5623354,-0.30281773,0.17288215,0.528325,-0.3527295,0.4129498,0.63920224,0.7163592,0.21829699,0.10979497,-0.09643018,0.10968673,0.019622238,-0.3222236,0.019442666,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.63936836,-0.6658398,-0.55144405,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
1.6947744,1.616409,0.0022570924,0.09195316,1.7530131,0.54877365,0.5509383,0.057099555,0.053046543,1.1357695,2.6162004,1.8708234,1.1244099,2.1045992,1.5336373,1.7746044,0.93967235,1.5720936,1.5467367,1.7687674,1.5467417,0.50011504,0.28478357,0.499761,0.0012216712,-0.15810318,-0.0013014153,-0.21161693,2.0365312,-0.045031417,1.2690345,2.0229082,1.2681918,2.03661,1.2429074,1.6437618,-0.060935527,1.3208895,1.6276096,1.0101438,1.4824512,0.81595486,0.19815907,0.14409624,0.31611335,0.022101043,-0.7016135,0.74330705,2.1497312,0.025675317,-0.028988551,0.008036861
-0.42465088,-1.021872,0.86930233,0.33563027,0.38829857,0.9911563,0.20330215,0.2553934,0.031160602,0.547441,-0.30281773,0.17288215,0.56610507,-0.3527295,0.4129498,0.63920224,0.70282507,0.21829699,0.10979497,-0.09643018,0.10968673,0.019622238,-0.3222236,0.019442666,-0.27028745,-0.15874623,-0.27283174,-0.086430445,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.606483,-0.706388,-0.532673,-0.67261255,-0.45067713,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,0.35264632,0.35178766,-0.028988551,0.008036861
-1.8376011,-0.64497477,-0.24074675,-0.43673176,-1.9226182,-0.9972011,-0.79877406,-0.344713,-0.09207809,-2.010671,-2.4434311,-2.210894,-1.5873567,-2.4005034,-2.8222423,-2.7670047,-1.3746635,-1.8055606,-1.2207068,-1.4486985,-1.2209198,-0.2064596,0.14710154,-0.2065571,-0.33816472,-0.15906775,-0.3407143,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.70085174,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.20634858,-0.42532912,-0.42945346,-5.0464506,-3.096679,-1.3074703,0.022101043,-2.6658463,-4.6204553,-3.9603572,0.35178766,-0.028988551,0.008036861
-0.24803211,0.48571706,-1.0405042,-0.33620855,-0.8915005,-1.0072033,-0.37865132,-0.2355477,-0.062375743,-0.866285,-0.49741894,-0.47300136,-1.003865,-0.55750686,-0.7077377,-0.9637187,-0.86713374,-0.9987525,-0.8481663,-0.7958793,-0.84835,-0.40302822,-0.09984983,-0.40305433,-0.13453288,-0.15215501,-0.13706657,-0.27421016,-0.6240463,-0.045031417,-0.27980742,-0.6211826,-0.28044125,-0.6239582,-0.26890525,-0.71164453,-0.060935527,-0.340146,-0.706388,-0.27231637,-0.68913925,-0.20478716,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,0.025675317,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.7148483,-0.26298517,-1.1128875,-0.81398773,-0.43222025,-0.21266165,-0.072276525,-0.940757,-0.88662136,-0.7127107,-1.0962163,-1.0694504,-0.9509057,-1.1640838,-0.8739008,-1.1354996,-1.0078266,-1.029029,-1.0080228,-0.4629474,-0.16604255,-0.46295178,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.6240463,-0.045031417,-0.50107056,-0.6211826,-0.50167453,-0.6239582,-0.4848785,-0.71164453,-0.060935527,-0.7156291,-0.706388,-0.5486682,-0.61546254,-0.41516632,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,0.025675317,-0.028988551,0.008036861
0.45844302,0.8626144,-1.295712,-0.4037522,-0.45782447,-1.0425369,-0.29286608,-0.31964782,-0.06289684,-0.6652107,0.47558713,-0.5262701,-0.81916267,0.67115754,-0.3482719,-0.295835,-0.7317925,-0.5885111,-0.68850607,-0.42283976,-0.6886772,-0.5377512,-0.18797712,-0.5377284,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.041098073,-0.045031417,-0.058544293,0.039840106,-0.05920797,0.041183844,-0.05293202,0.043621626,-0.060935527,-0.06261501,0.04201343,-0.1834032,-0.01750646,-0.22259948,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
-0.7778884,0.10881977,-0.74894845,-0.26232785,-1.1159202,-0.81870896,-0.43165833,-0.21216206,-0.073058166,-0.94820416,-0.88662136,-0.6794177,-1.100414,-1.0694504,-0.9509057,-1.1640838,-0.88066787,-1.1354996,-1.0078266,-1.029029,-1.0080228,-0.46712926,-0.17320417,-0.46713215,-0.27028745,-0.15890698,-0.27283174,-0.27421016,0.7062425,-0.045031417,0.38398197,0.7008629,0.3832586,0.7063259,0.3790145,0.9830991,-0.060935527,0.74967086,0.97295177,0.87488073,1.0617312,0.9243464,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-1.0850215,-0.300437,-0.028988551,0.008036861
0.10520546,-1.021872,1.0467012,0.41151392,1.0524597,1.3429269,0.42413354,0.34500074,0.04470904,1.03275,0.086384684,0.97857183,1.1244099,0.15921399,0.9732936,0.9063557,0.8923029,1.1345028,1.0145361,0.7895386,1.0144992,0.45930672,-0.032427575,0.4589675,-0.13453288,-0.1584247,-0.13706657,-0.18032031,-0.29147413,-0.045031417,-0.058544293,-0.29067126,-0.05920797,-0.29138717,-0.05293202,-0.30766496,-0.060935527,-0.017055897,-0.30608025,-0.03452513,-0.3298938,-0.023763271,0.19815907,0.8385481,0.31611335,0.022101043,1.2626196,0.74330705,1.0714802,0.35178766,-0.028988551,0.008036861
0.10520546,1.2395116,-1.1666745,-0.18638876,-0.64888453,-0.8281514,-0.15613419,-0.12065256,-0.067326136,-0.77815986,-0.10821652,4.274575,-0.91571164,0.15921399,-0.59143996,-0.295835,0.7975639,-0.6705594,-0.74172616,-0.6093595,-0.74190146,-0.4825554,-0.21661453,-0.48255268,-0.27028745,-0.15890698,-0.27283174,-0.27421016,-0.29147413,-0.045031417,-0.27980742,-0.29067126,-0.05920797,-0.29138717,-0.05293202,-0.30766496,-0.060935527,-0.3663425,-0.30608025,-0.03452513,-0.3298938,-0.023763271,0.19815907,-0.55035555,-0.2250812,0.022101043,-0.7016135,-0.59763354,-0.006770648,-0.300437,-0.028988551,0.008036861
